{'elevation': 90.0, 'canting': 10.0, 'aspect_ratio_func': 'dsr_thurai_2007', 'K2': 0.9287969731779052, 'frequency': 9.6, 'n': (7.799630675745488+2.423234751141455j), 'wl': 31.22838104166667, 'prefactor': 0.00029886308515174494}
diameter[mm],radarXSh[mm2],radarXSv[mm2],extxs[mm2],ray[mm2],sKdp[mm2],aspect_ratio
1.5,0.0032748181981916923,0.0032748181981916893,0.06850016445299541,0.0034042373293065946,3.72463400687248e-17,0.9646504406249999
1.51,0.0034070316191454225,0.0034070316191454194,0.0706106036526588,0.0035426965884255445,1.2415446689574933e-17,0.9639518083123905
1.52,0.003543640168296479,0.0035436401682964764,0.07277792915000447,0.0036858172904156326,2.4830893379149867e-17,0.9632529599508479
1.53,0.003684760146437716,0.0036847601464377135,0.07500350479427574,0.0038337241465207336,2.4830893379149867e-17,0.9625538986474304
1.54,0.0038305086322175173,0.0038305086322175134,0.07728871511667197,0.003986544353796363,2.4830893379149867e-17,0.961854627499368
1.55,0.003981004944106684,0.00398100494410668,0.07963499184903161,0.004144407627924846,3.72463400687248e-17,0.9611551495940623
1.56,0.004136370594013267,0.0041363705940132625,0.08204377767733047,0.004307446236245666,1.86231700343624e-17,0.9604554680090879
1.57,0.004296730875990086,0.004296730875990082,0.08451656234583517,0.004475795031000992,0.0,0.9597555858121904
1.58,0.004462211881050934,0.00446221188105093,0.08705485989249971,0.004649591482796394,1.2415446689574933e-17,0.959055506061288
1.59,0.004632943636813686,0.004632943636813681,0.08966022483875093,0.004828975714276729,1.86231700343624e-17,0.9583552318044705
1.6,0.004809056137370694,0.0048090561373706885,0.09233422932653874,0.00501409053401722,1.86231700343624e-17,0.95765476608
1.61,0.004990684084602765,0.00499068408460276,0.09507849623671694,0.005205081470629709,1.2415446689574933e-17,0.9569541119163105
1.62,0.005177963897375611,0.005177963897375606,0.09789467583429552,0.005402096807084095,2.4830893379149867e-17,0.9562532723320079
1.6300000000000001,0.005371035387458096,0.0053710353874580905,0.10078444569057829,0.0056052876152449535,1.2415446689574933e-17,0.9555522503358704
1.6400000000000001,0.005570038195028139,0.005570038195028132,0.10374953778736562,0.005814807790623327,6.207723344787467e-18,0.9548510489268479
1.6500000000000001,0.005775117929181032,0.005775117929181025,0.10679170819650051,0.006030814087343723,2.4830893379149867e-17,0.9541496710940625
1.6600000000000001,0.005986421174691866,0.00598642117469186,0.10991275026278943,0.006253466153326258,3.103861672393733e-17,0.953448119816808
1.6700000000000002,0.006204096971595106,0.006204096971595103,0.11311449199003916,0.0064829265656840135,3.103861672393733e-17,0.9527463980645504
1.68,0.006428299016105652,0.0064282990161056465,0.11639881837276225,0.00671936086633555,0.0,0.952044508796928
1.69,0.006659179768534652,0.006659179768534643,0.11976764219376902,0.006962937597832639,1.2415446689574933e-17,0.9513424549637505
1.7,0.006896899375463323,0.006896899375463317,0.12322291067467685,0.007213828339403118,3.103861672393733e-17,0.950640239505
1.71,0.007141617743047795,0.007141617743047787,0.12676660880477297,0.007472207743208976,4.3454063413512266e-17,0.9499378653508304
1.72,0.007393497601062196,0.007393497601062185,0.13040079189906664,0.007738253570819607,1.2415446689574933e-17,0.9492353354215678
1.73,0.0076527065408087906,0.007652706540808783,0.13412752639417436,0.00801214672990024,3.72463400687248e-17,0.9485326526277104
1.74,0.007919413046823136,0.007919413046823127,0.137948940193365,0.008294071311115548,3.72463400687248e-17,0.9478298198699279
1.75,0.008193790643534368,0.008193790643534359,0.14186719852760685,0.008584214625248447,2.4830893379149867e-17,0.9471268400390624
1.76,0.008476014886529798,0.00847601488652979,0.14588451760511204,0.008882767240534077,1.2415446689574933e-17,0.946423716016128
1.77,0.008766265309031473,0.008766265309031462,0.15000314509634194,0.009189923020208948,1.86231700343624e-17,0.9457204506723105
1.78,0.009064721444991928,0.009064721444991918,0.15422539588982653,0.009505879160275295,6.828495679266213e-17,0.945017046868968
1.79,0.009371571368912387,0.009371571368912377,0.1585536261879942,0.009830836227480584,4.3454063413512266e-17,0.9443135074576305
1.8,0.009687001924532894,0.009687001924532883,0.16299022680292183,0.010164998197512223,6.207723344787466e-17,0.9436098352799998
1.81,0.010011204272423666,0.010011204272423652,0.1675376593538916,0.010508572493407448,7.44926801374496e-17,0.9429060331679504
1.82,0.01034437557375388,0.010344375573753863,0.1721984237683724,0.010861770024178376,2.4830893379149867e-17,0.942202103943528
1.83,0.01068671610281934,0.010686716102819328,0.17697507413174468,0.011224805223652264,4.9661786758299734e-17,0.9414980504189505
1.84,0.011038424712349287,0.01103842471234927,0.18187019939396284,0.011597896089526933,0.0,0.940793875396608
1.85,0.011399708810874588,0.01139970881087457,0.18688649571825885,0.011981264222641374,2.4830893379149867e-17,0.9400895816690624
1.86,0.011770776845863832,0.011770776845863817,0.1920266475853652,0.012375134866461543,7.44926801374496e-17,0.9393851720190479
1.87,0.012151845809831573,0.012151845809831557,0.19729342850491305,0.012779736946781332,3.72463400687248e-17,0.9386806492194704
1.8800000000000001,0.012543131829611308,0.012543131829611292,0.2026896710909334,0.013195303111638723,4.9661786758299734e-17,0.9379760160334079
1.8900000000000001,0.012944854331672605,0.012944854331672589,0.20821826446439878,0.013622069771447117,4.9661786758299734e-17,0.9372712752141104
1.9000000000000001,0.013357239550531573,0.013357239550531556,0.21388213179618112,0.014060277139341866,1.2415446689574933e-17,0.9365664295049999
1.9100000000000001,0.013780519985727133,0.013780519985727113,0.21968427792973816,0.01451016927174195,4.9661786758299734e-17,0.9358614816396705
1.9200000000000002,0.01421492155235673,0.014214921552356714,0.22562778129589878,0.014971994109126875,3.72463400687248e-17,0.935156434341888
1.93,0.01466069109014187,0.014660691090141849,0.23171573018913127,0.015446003517028711,1.2415446689574933e-17,0.9344512903255905
1.94,0.015118065359227596,0.015118065359227573,0.2379513463233406,0.015932453327239384,0.0,0.9337460522948879
1.95,0.015587290983432908,0.015587290983432886,0.24433786020636947,0.016431603379233033,3.72463400687248e-17,0.9330407229440625
1.96,0.016068619239747672,0.016068619239747648,0.25087857701710975,0.016943717561803653,6.207723344787466e-17,0.9323353049575679
1.97,0.01656230888744442,0.01656230888744439,0.25757689003271,0.01746906385491788,6.207723344787466e-17,0.9316298010100305
1.98,0.017068620283293187,0.01706862028329316,0.26443622148751644,0.01800791437178295,4.9661786758299734e-17,0.930924213766248
1.99,0.01758781543733211,0.017587815437332083,0.2714601072687128,0.018560545401129856,6.207723344787466e-17,0.9302185458811905
2.0,0.018120167215558654,0.018120167215558623,0.27865211899289943,0.019127237449711676,6.207723344787466e-17,0.9295128
